,field_1,X,Y,green_cove,green_co_1,green_co_2,green_co_3,landuse_majority,elevation_mean,elevation_range,elevation_majority,slope_mean,orientation_mean
182,182,3656483.8525,2071103.769,3774,534468,141.61844197,143.0,312.0,215.18833315531398,59.3800048828125,197.690002441406,22.3913320732117,109.82029497146601
183,183,3656492.4547,2071203.148,3721,529940,142.41870465,144.0,312.0,207.42449089406102,52.18998718261721,210.649993896484,22.9596181035248,132.570698335638
184,184,3656501.038,2071302.4177,2495,346790,138.99398798,140.0,312.0,216.632925033569,49.5700073242188,221.77000427246102,22.6392311155796,120.376152076721
185,185,3656509.6131,2071401.6885,2496,347459,139.20633013,140.0,312.0,221.769950065613,37.350006103515604,216.039993286133,18.3786978650093,94.973509645462
186,186,3656518.1883,2071500.9592,2499,342998,137.25410164,138.0,312.0,218.43402999194697,47.1900024414062,201.24000549316398,18.6138436046999,59.523518206468296
187,187,3656526.7828,2071600.3394,8827,1247604,141.33952645,143.0,312.0,180.61228545842098,85.7699890136719,172.949996948242,21.826883114759102,83.5430277926001
188,188,3656506.4587,2070200.0411,8674,1259365,145.18849435,148.0,312.0,346.917409135572,113.849975585938,361.440002441406,23.783645278051,222.000998335973
189,189,3656515.0391,2070299.3102,2509,368105,146.71383021,148.0,312.0,327.672772020397,33.959991455078104,325.859985351562,14.4843799926267,173.323022339594
190,190,3656523.6459,2070399.0218,2509,361805,144.20286967,145.0,312.0,305.698243320578,32.160003662109396,311.20001220703097,16.5853949714415,153.332436050408
191,191,3656532.2266,2070498.2911,2496,362590,145.26842949,146.0,312.0,278.647714202728,40.040008544921896,273.130004882812,26.3516098650257,187.650913258593
192,192,3656540.8075,2070597.5604,2496,351984,141.01923077,142.0,312.0,260.907588326152,39.239990234375,247.02000427246102,23.0482871807999,248.38167562317003
193,193,3656549.3968,2070696.8290000001,2495,345909,138.64088176,139.0,312.0,249.02108028546002,38.600006103515604,260.519989013672,21.7355867558388,240.236046225282
194,194,3656557.978,2070796.0985,2496,351927,140.99639423,141.0,312.0,248.251152593092,38.1199951171875,251.25999450683602,20.3212141428974,275.079472209577
195,195,3656566.5509,2070895.3689,2496,358506,143.63221154,145.0,312.0,230.738420797171,54.3200073242188,233.00999450683602,24.2693556687587,307.704538168465
196,196,3656575.1407,2070994.6377,8161,1166988,142.99571131,144.0,312.0,222.803710879482,60.6399993896484,195.320007324219,20.0567807603698,240.36000559139597
197,197,3656600.9156,2071292.6665,14771,2159034,146.16708415,147.0,312.0,200.99821103252899,70.20999145507811,177.800003051758,20.608947945986603,154.831513671627
198,198,3656609.5512,2071392.4873,7299,1054346,144.45074668,146.0,312.0,183.07171550619202,47.4799957275391,176.100006103516,19.0825252191774,152.008704615076
199,199,3656618.1417,2071491.7564,3720,538256,144.69247312,146.0,312.0,178.801020770749,58.7000122070312,179.75,25.030269595991,128.53569848768402
200,200,3656626.724,2071591.0265,10813,1542322,142.63590123,145.0,312.0,155.693982457006,53.9000091552734,139.800003051758,21.5603117403509,202.45402161160197
201,201,3656606.3786,2070190.7328,8522,1256476,147.4390988,149.0,312.0,336.564908633898,125.63998413085899,315.70001220703097,27.0192256169155,213.169119949568
202,202,3656614.9576,2070290.0019999999,2499,373244,149.35734294,151.0,312.0,339.64321587389,58.6799926757812,317.5,24.632142131168102,316.775694679738
203,203,3656623.5391,2070389.3823,2499,370842,148.39615846,150.0,312.0,314.195424728394,54.839996337890604,294.170013427734,24.5737951815128,268.662260599136
204,204,3656632.1267,2070488.6508,2503,365591,146.06112665,147.0,312.0,301.38631951631,47.240020751953104,279.359985351562,24.997112465142003,268.230478744602
205,205,3656640.7359,2070588.1397,2502,356209,142.36970424,143.0,312.0,294.545124414548,51.670013427734396,310.019989013672,22.5808523092697,308.027301997095
206,206,3656649.3155,2070687.4092,2495,346360,138.82164329,140.0,312.0,285.466297063179,41.459991455078104,282.170013427734,20.938893250914603,269.347885977411
207,207,3656657.8952,2070786.6788,2506,355069,141.68754988,143.0,312.0,277.444714567502,34.4500122070312,263.30999755859403,17.5522167416423,296.124429783218
208,208,3656666.5072,2070886.279,3798,545461,143.61795682,144.0,312.0,254.78613249152198,44.660003662109396,246.63000488281202,19.733534709535398,305.18857428788397
209,209,3656726.608,2071581.3874,20778,3001551,144.45812879,145.0,312.0,199.510417794909,99.27999877929692,165.289993286133,20.533086893040398,261.488348742738
210,210,3656586.0519,2068790.4576,30800,4369582,141.86954545,144.0,312.0,153.392137265955,204.34001159668,144.990005493164,20.728491043739396,223.969009319836
211,211,3656706.2583,2070181.0964,18781,2680798,142.7398967,146.0,312.0,381.23425144422896,95.3599853515625,394.179992675781,22.041127882947197,166.935330740565
212,212,3656714.9144,2070280.9139,7395,1056244,142.83218391,146.0,312.0,375.144974404746,59.339996337890604,380.630004882812,17.286360208382998,160.4469309012
213,213,3656723.4921,2070380.1833,3725,551844,148.14604027,149.0,312.0,355.703897357809,44.639984130859396,355.640014648438,17.6700988202259,219.09927768881303
214,214,3656732.0783,2070479.4519,2495,360619,144.53667335,145.0,312.0,335.72314775981005,29.9800109863281,323.260009765625,17.2780030055971,212.747805927502
215,215,3656740.6562,2070578.7215,2496,351161,140.68950321,142.0,312.0,318.38381256720004,29.679992675781197,317.029998779297,16.590153973512002,196.705455791469
216,216,3656749.2260000003,2070677.9919999999,2496,347615,139.26883013,142.0,312.0,304.663794589402,26.9200134277344,310.089996337891,13.874960621098198,139.617513972311
217,217,3656757.8125,2070777.2608,3770,537845,142.66445623,144.0,312.0,280.758352498643,56.44999694824221,291.540008544922,15.2693346867744,99.43564499356779
218,218,3656766.3992,2070876.5297,12410,1772757,142.84907333,144.0,312.0,259.883126463243,54.220001220703104,257.05999755859403,16.1675023727807,149.802773510585
219,219,3656677.4234,2068682.1048,15145,2227439,147.07421591,149.0,312.0,168.465015821605,206.56999206543,146.550003051758,20.2188739579481,244.999387930984
220,220,3656685.9973,2068781.3731,3760,533128,141.78936169999997,143.0,312.0,199.89040516518298,49.5999908447266,184.589996337891,24.447619153438396,180.24821607626302
221,221,3656746.0689999997,2069476.2481,29131,4139145,142.08729532,144.0,312.0,248.000796229207,136.97000122070298,267.790008544922,23.383054871984402,246.855112044439
222,222,3656754.6524,2069575.5161,8993,1274256,141.69420661,144.0,312.0,259.629431471911,120.470016479492,255.710006713867,23.062361601817603,235.35840337385602
223,223,3656763.2813,2069675.3359,19086,2737203,143.41417793,145.0,312.0,268.983069688082,117.80999755859399,267.279998779297,27.1038020902003,230.24623419841097
224,224,3656831.9429,2070469.7073,14968,2182950,145.84112774,147.0,312.0,334.419746946369,80.69000244140621,328.480010986328,19.9093329745276,125.477562517308
225,225,3656840.5278,2070568.976,6249,910629,145.72395583,147.0,312.0,291.62174029541,65.1400146484375,285.140014648438,22.3651557364464,158.724981014822
226,226,3656849.1318,2070668.3542,8472,1229134,145.0819169,146.0,312.0,265.110221806363,80.99000549316409,265.290008544922,22.047232272356897,110.025010684501
227,227,3656768.7147,2068572.9832,31897,4808824,150.76101201,153.0,312.0,152.54362721805,275.639995574951,95.0,14.671908166682401,216.642464357257
228,228,3656777.3037,2068672.2497,2495,354772,142.19318637,145.0,312.0,245.63488723640202,48.69001770019529,268.290008544922,27.3740889876707,208.97487144288002
229,229,3656785.8845,2068771.5173,2499,355462,142.24169668,144.0,312.0,210.006109870283,52.899993896484396,191.75999450683602,24.8608646547408,274.776090677688
230,230,3656794.4762,2068870.895,3683,522100,141.75943524,143.0,312.0,203.74260348616002,38.9499969482422,189.13000488281202,19.6081350088119,196.961424649995
231,231,3656803.0407,2068970.1645,6171,867697,140.60881543,143.0,312.0,220.48155416788998,68.9999847412109,211.820007324219,19.4892393457865,138.763618161098
232,232,3656811.6386,2069069.4305,9226,1303388,141.2733579,143.0,312.0,244.01865042044201,88.7899932861328,218.72999572753898,23.854485609833898,172.26479727247
233,233,3656820.2439,2069169.0297,18164,2560639,140.97329883,144.0,312.0,260.77600840785703,116.490005493164,241.389999389648,25.963362025307802,199.04808423363602
234,234,3656854.5923,2069566.3221,7753,1102363,142.18534761,144.0,312.0,292.86709212640596,63.720001220703104,296.42999267578097,26.3276582006877,211.313335808491
235,235,3656863.1768,2069665.7013,2499,352971,141.24489796,144.0,312.0,344.76221897952905,46.5,332.17999267578097,24.7827346116825,231.00222618502602
236,236,3656871.7507,2069764.9705,9503,1372547,144.43302115,146.0,312.0,316.481642373445,99.85000610351558,326.079986572266,29.0726214912029,238.15351352365798
237,237,3657034.938,2071652.5186,9178,1346898,146.75288734,148.0,312.0,266.805424817965,66.20999145507811,275.220001220703,21.810824492121895,233.208419983765
238,238,3657043.5397,2071751.7866,6601,980400,148.52295107,149.0,312.0,228.706964264785,91.5099945068359,213.149993896484,26.0094816463043,173.27436957118098
239,239,3657052.1166,2071851.0573,8624,1253646,145.36711503,147.0,312.0,202.497266032196,83.4100036621094,215.13000488281202,19.0120890692925,189.271186747948
240,240,3657060.702,2071950.3272,11891,1696188,142.64468926,145.0,312.0,181.730345927944,92.3300018310547,158.13000488281202,18.752387546081,221.71778928866502
241,241,3657069.2899,2072049.7083,25213,3484153,138.18875183,142.0,312.0,175.789402684332,92.5200042724609,148.160003662109,17.0437552935391,184.57694264750802
242,242,3656868.6157,2068563.2389,3800,577029,151.84973684,153.0,312.0,305.89862485225103,61.949981689453104,320.890014648438,20.2900816858972,287.187283696094
243,243,3656877.2294,2068662.948,2513,364631,145.09789097,147.0,312.0,257.615185948223,53.6799926757812,253.75999450683602,27.0470496265232,196.901415077687
244,244,3656885.8196,2068762.3258,2499,354007,141.65946379,144.0,312.0,217.41175006866501,47.8800048828125,205.050003051758,24.416670783758203,139.410324301478
245,245,3656894.4074,2068861.5926,2502,361080,144.31654676,144.0,312.0,217.50355010986303,34.589996337890604,214.830001831055,23.322604030370698,172.567663798183
246,246,3656903.0002,2068961.0816,2502,354965,141.872502,143.0,312.0,223.146044565077,50.0099945068359,206.86999511718798,22.8759993059718,219.219077932301
247,247,3656911.5717,2069060.3503,2497,357159,143.03524229,144.0,312.0,236.052387525089,37.339996337890604,252.600006103516,21.950131004180104,245.25437382837
248,248,3656920.1766,2069159.6156,3731,526548,141.12784776,142.0,312.0,266.94262994354096,60.8900146484375,271.040008544922,25.460710990369,218.522581397589
249,249,3656963.1047,2069656.3988,10311,1483522,143.87760644,146.0,312.0,347.899548626463,104.36001586914101,313.609985351562,28.7235705233855,202.18451456877202
250,250,3656971.6938,2069755.6663,3723,543271,145.92291163,147.0,312.0,381.09755180622,79.6499938964844,341.82000732421903,26.017236099572,281.23220256937003
251,251,3656980.2855,2069855.045,14555,2074216,142.50882858,146.0,312.0,373.18983292262,105.30999755859399,382.989990234375,25.213671629079,189.718749701415
252,252,3657066.1479,2070848.2853,9655,1386422,143.59627136,145.0,312.0,225.58023491877498,55.94001770019529,225.00999450683602,22.5448166564117,160.853505657398
253,253,3657074.722,2070947.5555,5380,758680,141.01858736,143.0,312.0,222.108473379851,58.4500122070312,204.38000488281202,22.2008328350274,178.793523961847
254,254,3657083.3047,2071046.8248,19173,2819060,147.03280655,148.0,312.0,209.18829226308102,76.5,200.039993286133,20.3544479141181,140.243503848263
255,255,3657126.2604,2071543.5024,11006,1619904,147.18371797,148.0,312.0,252.963473082668,98.95001220703121,275.459991455078,19.6022953377042,182.098172871236
256,256,3657134.8785,2071643.2137,2509,375375,149.61139896,151.0,311.0,256.755209576642,61.1799926757812,235.27000427246102,27.500242892606803,65.62723180982799
257,257,3657143.4537,2071742.4845,2499,367974,147.2484994,148.0,311.0,228.08824563086202,50.959991455078104,212.809997558594,23.233030900023,78.06758802165659
258,258,3657152.0482,2071841.8646,3116,462264,148.35173299,150.0,312.0,192.00855453038002,54.33000183105471,164.210006713867,20.587400473698498,123.23181794259199
259,259,3657177.8218,2072139.8952,10723,1420091,132.43411359,140.0,312.0,191.988095900513,165.289978027344,159.929992675781,13.2251196059406,174.580612108665
260,260,3656959.9761,2068454.7812,25946,3827765,147.52813536,153.0,112.0,112.452730289628,313.180004119873,80.0699996948242,9.38149955336726,203.433821502253
261,261,3656968.5454,2068554.0496,2496,380033,152.2568109,154.0,312.0,306.62625574466597,47.410003662109396,294.350006103516,22.604942966346197,172.040574720008
262,262,3656977.1232,2068653.3173,2495,363483,145.68456914,147.0,312.0,261.24646577381003,56.4000091552734,248.199996948242,27.112252304727303,171.57225273755
263,263,3656985.7095,2068752.5841,2499,360994,144.45538215,146.0,312.0,222.820350742579,38.410003662109396,208.529998779297,22.48886791387,263.76256045602
264,264,3656994.2899,2068851.9630000002,2499,362719,145.14565826,145.0,312.0,224.85418101582198,23.2299957275391,230.139999389648,23.3026197773383,208.85821127930998
265,265,3657002.8848,2068951.2291,2496,355206,142.31009615,144.0,312.0,246.870500798811,56.8600006103516,228.570007324219,25.7105486016524,197.213604308011
266,266,3657011.4632,2069050.4971,2509,358224,142.77560781,144.0,312.0,274.450223671887,54.19999694824221,255.360000610352,23.3907372353982,241.515969553301
267,267,3657020.0679,2069150.2075,2510,360922,143.7936255,145.0,312.0,279.99367225968797,57.3200073242188,270.079986572266,28.003729827350803,253.483656625298
268,268,3657028.6632,2069249.4739,9716,1399420,144.03252367,145.0,312.0,285.763560120764,85.36997985839841,264.609985351562,27.777747834623398,255.609943230845
269,269,3657080.1594,2069845.3044,22550,3218400,142.72283814,147.0,312.0,404.45700797645105,95.51998901367192,392.200012207031,20.0554730348451,119.626710703664
270,270,3657166.0644,2070838.8737,5445,777581,142.80642792,144.0,312.0,248.80873024108996,56.93000793457029,236.99000549316398,23.7579922730644,249.34805558205898
271,271,3657174.6455,2070938.1431,2496,352252,141.12660256,142.0,312.0,253.9270101576,45.9400024414062,235.190002441406,23.0349396988375,284.78697124078604
272,272,3657183.21,2071037.4143,3738,544346,145.62493312,147.0,312.0,231.761200256348,60.68000793457029,225.410003662109,24.9516120346387,270.732840224753
273,273,3657217.5956,2071434.9318,9726,1411210,145.09664816,146.0,312.0,253.51238262982602,82.59999084472659,275.600006103516,19.739928180388898,176.94131029569002
274,274,3657226.1775,2071534.2016,2499,379393,151.81792717,153.0,311.0,232.509700784659,57.0800170898438,209.800003051758,24.5976768027517,84.735674443945
275,275,3657234.7619,2071633.5826,2499,375721,150.34853942,152.0,311.0,210.26317455291698,47.8700103759766,199.710006713867,20.427427458763102,73.0796908044815
276,276,3657243.3607,2071732.8508,3758,555143,147.72299095,150.0,311.0,185.57948244633,60.83000183105471,165.800003051758,20.1982903953685,129.45621908566798
277,277,3657251.9347,2071832.1217,6247,859888,137.64815111,144.0,311.0,178.166342618709,49.65998840332029,173.699996948242,15.5808474925423,150.257049778659
278,278,3657260.5172,2071931.3919,20380,2731822,134.04425908,141.0,312.0,208.33168859240502,142.100006103516,180.88000488281202,17.3533858986898,225.087134366819
279,279,3657059.8538,2068445.0425,10744,1598252,148.75763217,154.0,112.0,169.778920842936,250.639999389648,94.9599990844727,13.794930955744,195.76175410808997
280,280,3657068.4729,2068544.7509,2513,383739,152.70155193,154.0,312.0,294.625283775801,48.879974365234396,276.630004882812,22.5832746906045,53.0768379623691
281,281,3657077.0683,2068644.128,2498,371828,148.85028022,149.0,312.0,257.734350738525,44.510009765625,255.02000427246102,25.3431205606461,163.540440361649
282,282,3657085.6364,2068743.3967,2497,365954,146.55746896,147.0,312.0,232.81304023014198,33.960006713867195,220.77000427246102,22.760355524082303,212.471992506828
283,283,3657094.2297,2068842.6628,2495,362601,145.33106212,146.0,312.0,245.161052541326,47.2000122070312,230.199996948242,24.4601092960004,242.747845107153
284,284,3657102.8065,2068941.9308,2499,364514,145.86394558,147.0,312.0,244.905287174215,44.170013427734396,224.070007324219,26.6747699057372,214.060904314988
